10037604557495869393	[6,13,11101,11144,15276,15932,15957,15958,15959,15960,15978]	[23,2,2,23,8,3,2,4,2,2,1]
10037619879195792419	[1,2,11,10274,10278,10298,10614,10900,15276,15929,15945,15970,15985,15989,16002]	[10,2,1,5,2,2,1,2,15,8,1,2,8,1,3]
10037630530501838168	[6,11144,15276,15928]	[24,24,2,2]
10037637050728513454	[1,2,6,19,10274,10276,10278,10298,10740,10901,10904,11144,15276,15922,15929,15931,15958,15975,16002,16441]	[6,1,31,1,5,1,1,1,1,1,1,31,14,1,6,2,7,2,4,2]
10037650570779447641	[7,10518,10525,15276,15965]	[1,1,1,1,1]
10037677326044039899	[1,2,6,13,10274,10279,10900,11144,11146,15276,15929,15932,15933,15935,15957,15958,15959,15960,15967,15970,15971,15978,16017,16440,16446,16455,16456,16468]	[6,9,53,1,4,1,9,53,1,16,2,5,1,1,1,7,2,1,1,3,2,4,1,2,1,1,1,1]
10037690483097914675	[6,11144,11146,15276,15932,15935]	[9,9,1,1,1,1]
10037705391012821756	[6,11144,15276,15931,15958]	[21,21,4,4,4]
10037725449370394723	[15276,15912]	[5,5]
10037732079465998406	[6,9,13,11050,11053,11144,15276,15932,15942,15957,15958,15963,15978,16017,16442]	[42,15,2,15,15,42,20,4,15,2,1,1,2,1,1]
10037738043941758371	[2,6,7,8,9,13,19,10518,10525,10603,10740,10816,10900,11047,11050,11051,11053,11108,11110,11144,11146,15276,15922,15928,15932,15935,15936,15942,15957,15959,15960,15973,15978,15995,16017]	[1,139,1,2,110,2,2,1,1,10,2,2,1,78,23,10,13,10,78,138,8,95,2,1,64,8,2,19,2,14,13,4,13,1,9]
10037741830881713832	[2,6,10900,11144,15276,15933,15937,15958,15963,15970,15975,16008,16441,16442,16443]	[9,14,9,14,24,8,2,15,7,9,4,8,4,7,2]
10037748375737948030	[6,11144,15276,15953]	[53,53,1,1]
