10001111904890246552	[6,9,10,11047,11110,11144,15276,15920,15932,15942]	[7,18,1,18,18,7,13,1,10,2]
10001516621633598564	[6,11144,15276,15958,15976,16013,16454,16474]	[7,7,1,1,1,1,1,1]
100044150491587440	[1,6,7,9,11,18,10279,10519,10527,10528,11055,11144,15276,15928,15929,15932,15945,15958,15963,15967,15978,15988,16017,16442,16447]	[1,14,2,1,1,2,1,2,1,1,1,14,33,2,1,2,1,29,4,1,2,2,2,4,2]
10005681117915563583	[15276,15931,15958]	[1,1,1]
10005864696534137486	[2,6,10900,11144,15276,15932,15958,15970,15978]	[1,54,1,54,4,3,1,1,1]
10006714322221445114	[12,15276,15941,16010]	[1,1,1,1]
10007585782119953005	[6,9,10600,11142,11144,15276,15932,15942,15954]	[58,7,1,4,54,10,4,6,4]
10007940708179538	[15276,15947,15958,15971,16440,16444]	[11,1,11,1,1,1]
10009721495682737023	[12,15276,15941,15958,16010]	[30,32,30,2,30]
100151540610050970	[1,10274,15276,15929,16002]	[4,4,4,4,4]
100159161257373728	[1,5,6,7,10279,10519,10527,10634,11144,11176,15276,15921,15929,15958,15967,15976]	[3,1,4,3,3,3,3,1,4,1,31,16,3,11,3,1]
10016312543456505775	[6,9,11,12,19,10740,10816,11144,15276,15922,15932,15941,15942,15945,15958,15971,15973,15978,16010,16440]	[27,1,1,3,2,2,2,27,13,2,1,3,1,1,6,2,2,1,3,2]
1002076374988426835	[2,10902,10910]	[2,2,2]
10020994304104440754	[15276,15912]	[4,4]
100224999279511167	[5,6,9,11,16,10600,10634,11060,11144,11176,15276,15931,15932,15948,15958,15963,15971,15977,15978,15981,16017,16440,16442,16455,16456]	[1,115,1,1,1,1,1,1,115,1,22,6,3,1,18,1,3,1,1,1,1,3,1,1,1]
100237774313946071	[1,9,19,10273,10276,10287,10603,10606,10740,10742,10816,11050,11051,11076,11108,11155,15276,15929,15942,15955,15958,15973,16000,16448,16466]	[3,5,6,1,2,1,4,2,6,3,6,4,4,3,4,3,11,3,5,5,2,3,1,2,2]
10026090077739078461	[3,6,9,19,10740,10816,11144,15276,15914,15915,15922,15925,15942,15973]	[1,11,11,1,1,1,11,12,1,1,1,1,11,1]
10027358061308937600	[6,7,10519,10527,11144,15276,15928,15932,15958,15959,15960,15971,15975,15978,15980,16014,16017,16440,16441,16447]	[17,2,2,2,17,11,2,4,6,1,1,1,1,3,1,1,1,1,1,2]
