1000170113922133342	[15276,15911,15931,15958]	[24,2,2,24]
1000194505138683258	[2,10900,15276,15958,15975,16441]	[1,1,2,2,1,1]
1000196176009844882	[19,10740,10816,11076,11155,15276,15973]	[52,52,52,1,1,1,1]
1000210752490150319	[6,11144]	[19,19]
1000299455435509731	[6,11144]	[1,1]
1000377018950436468	[1,2,6,10272,10281,10900,11144,15276,15959,15960]	[4,21,28,4,4,21,28,3,3,3]
1000466279239371734	[6,7,10518,10525,11146,15276,15928,15932,15935,15995]	[16,8,8,8,16,24,8,16,16,8]
1000480135696073353	[6,9,13,19,10603,10740,10816,11050,11051,11101,11104,11108,11144,15276,15922,15942,15957,15973]	[2,4,3,1,3,1,1,3,3,3,3,3,2,2,1,1,1,1]
1000515177371656588	[15276,15958]	[8,8]
1000547746847403011	[6,13,11144,15276,15932,15957]	[6,2,6,2,2,2]
1000614509239221875	[6,9,13,11055,11144,11146,15276,15932,15935,15937,15957,15975]	[18,2,1,2,11,7,9,8,7,1,1,1]
1000683301986334545	[6,13,11144,15276,15932,15952,15957,15978,16017]	[11,1,11,3,2,1,1,1,1]
1000799228582768221	[2,3,6,11,13,17,10709,10902,10911,11144,11146,15276,15915,15919,15932,15935,15945,15957,15958,15975,15978,16441,16449,16455,16456]	[1,1,58,1,1,1,1,1,1,51,12,18,1,1,13,12,1,1,4,2,1,2,1,1,1]
1000869838720197472	[6,11142,15276,15932,15954]	[36,36,36,36,36]
1000902418665243708	[2,6,12,13,10900,11144,15276,15932,15941,15957,15970,16010]	[1,49,2,3,1,49,6,3,2,3,1,2]
1000908193849283879	[6,11144]	[1,1]
1000988191421871323	[6,11144,11146,15276,15932,15935,15959,15960,15978,16017]	[15,15,2,9,4,2,4,4,3,2]
1001021219805897946	[2,10900,15276,15911,15958,15970]	[11,11,14,11,11,3]
1001023261853295315	[2,10900,15276,15931,15958]	[6,6,4,1,4]
1001048822080451807	[6,13,11144,15276,15932,15957,15958,15971,16440]	[6,2,6,3,2,2,1,1,1]
1001071405588854885	[2,10900,15276,15931,15958,15970]	[29,29,7,2,5,2]
1001094924225562032	[1,2,6,13,14,19,10273,10274,10278,10286,10298,10697,10742,10767,10900,11033,11039,11101,11104,11144,15276,15923,15929,15932,15949,15957,15958,15970,15971,15978,16002,16440]	[5,7,31,2,2,1,2,3,3,2,3,2,1,1,1,6,6,1,1,31,22,2,4,3,6,2,7,6,1,1,3,1]
1001101138613599624	[6,11144,15276,15932,15937,15958,15975,15978,16017,16441,16443]	[4,4,8,1,2,7,5,1,1,5,2]
1001124644261212749	[9,10600,15276,15942]	[5,5,5,5]
1001131812379052597	[6,11144,11147,15276,15912,15958,15978,16456]	[19,15,4,5,1,4,4,4]
1001245435808755898	[6,7,11,13,16,10519,10527,11144,15276,15932,15936,15945,15957,15958,15977,16450,16453]	[5,4,1,1,2,4,4,5,17,1,1,1,1,14,2,1,1]
1001261956553751373	[6,11144]	[2,2]
1001403703471019560	[6,11144]	[7,7]
1001415666460433481	[11,10614,15276,15945,15989]	[77,77,77,77,77]
1001505718329893516	[1,9,10274,11050,11053,15276,15943,15958,16002]	[2,35,2,35,35,4,2,2,2]
1001521200085049040	[6,11144,11146,15276,15931,15932,15935,15952,15958]	[125,125,1,4,2,1,1,1,2]
1001553119430955615	[15276,15912]	[3,3]
1001679875483454691	[15276,15912]	[20,20]
1001697111023991618	[6,16,11144,15276,15958,15959,15976,15977,16013,16454,16474]	[26,1,26,3,1,1,1,1,1,1,1]
1001858830704508761	[5,19,10634,10740,10816,11176,15276,15928,15958,15991]	[2,39,2,39,39,2,3,1,2,1]
1001992086221396156	[2,18,10900,15276,15988]	[2,2,2,2,2]
1002082040646238950	[15276,15931,15958]	[1,1,1]
1002167191670587857	[6,8,9,11050,11053,11144,11146,15276,15932,15935,15936,15942,15959,15960,15978]	[86,1,9,9,9,86,1,11,2,1,1,9,1,1,1]
1002238539092317309	[12,15276,15928,15937,15941,15947,15948,15958,15963,15969,15975,16010,16441,16442,16443,16444,16447]	[8,63,4,14,8,2,1,54,4,1,16,8,16,4,14,2,4]
1002246986008529245	[6,19,10740,10742,10765,10816,11076,11144,11155,15276,15932,15955,15973,15976,15980]	[26,11,1,11,11,1,1,25,1,4,2,1,1,1,1]
1002343351054360810	[2,17,19,10740,10816,10902,10913,11184,11185,15276,15928,15958]	[83,84,8,8,8,83,83,84,84,4,3,1]
1002366672746796789	[2,4,6,10329,10391,10850,10868,10876,10900,11144,15276,15932,15934,15958,15970,15971,15975,15978,16440,16441]	[30,7,10,7,7,8,7,1,23,6,20,4,1,12,4,2,2,4,2,1]
1002509562174311896	[6,9,10600,11144,15276,15958,15992,16457]	[19,1,1,19,1,1,1,1]
1002618881386823391	[15276,15958,15975,16441]	[2,2,1,1]
1002642944274179402	[1,2,6,9,10279,10854,11033,11144,11146,11180,15276,15911,15929,15932,15935,15936,15942,15958,15967,15970,15976,15978,16009,16454]	[2,4,240,2,2,4,1,240,3,4,28,12,2,7,3,1,2,1,2,4,1,2,4,1]
1002734597001925520	[1,15276,15929,15975]	[5,5,5,1]
1002767494840619065	[1,2,10272,10279,10281,10900,15276,15929,15958,15967,15970]	[3,1,3,3,3,1,17,3,13,3,1]
1002866820596876758	[15276,15911,15958]	[52,52,52]
1002869387597316356	[1,6,16,10274,10278,10298,11144,15276,15929,15931,15943,15958,15977,15980,16002]	[18,6,3,18,12,12,6,20,12,1,2,2,3,3,18]
1002941985503572673	[6,13,11144,15276,15932,15957]	[2,1,2,1,1,1]
1003012412782954202	[6,11144]	[6,6]
1003108933293159229	[7,10518,10520,10525,10532,15276,15928]	[26,2,24,2,24,2,2]
1003129367375546521	[15276,15969,16007]	[1,1,1]
1003191690672703909	[1,9,10279,11050,11053,15276,15929,15942,15958,15967]	[1,9,1,9,9,11,1,9,1,1]
1003391286614953620	[6,11144]	[3,3]
1003402018753353644	[2,6,13,19,10742,10767,10901,10906,10907,11101,11104,11144,15276,15932,15937,15955,15957,15958,15975,16441,16443]	[1,1,4,1,1,1,1,1,1,2,2,1,10,4,3,1,4,5,4,4,3]
1003461546846137581	[6,12,11144,15276,15941,16010]	[6,3,6,3,3,3]
1003525826625144611	[6,11,13,11060,11144,15276,15932,15952,15957,15958]	[40,2,10,2,40,31,10,4,10,17]
1003547021211584415	[1,10279,15276,15928,15929,15958,15967]	[3,2,21,15,3,3,2]
1003562859549927794	[6,11146,15276,15932,15935]	[3,3,3,3,3]
1003609663709609815	[3,5,6,13,10637,11144,15276,15913,15914,15915,15932,15952,15957,15958,15970,15976,15978,16005,16012,16013,16454,16455,16456,16474,16487]	[1,4,71,3,4,71,20,2,2,1,13,2,7,5,4,4,6,2,4,4,4,4,3,4,1]
1003625259684694246	[6,11144]	[5,5]
1003627471690858671	[6,13,11144,15276,15932,15957]	[11,1,11,1,1,1]
1003683350458731661	[6,11144]	[11,11]
1003703341122729070	[15276,15958,15971,15975,16440,16441]	[25,25,2,2,2,2]
1003793317204183988	[6,13,11101,11104,11144,15276,15931,15932,15957,15958]	[6,1,1,1,6,5,3,1,1,4]
1003802181525618298	[6,9,11144,15276,15937,15942,15958,15962,15975,16441,16443]	[34,2,34,8,6,2,1,1,6,1,1]
1003822242533623490	[1,6,9,10274,10278,10298,11055,11142,11144,11146,15276,15912,15929,15931,15932,15935,15954,15958,16002]	[8,42,1,4,3,3,1,7,31,6,19,2,7,1,11,4,7,1,2]
1003944642984585427	[6,9,13,19,10740,10816,11101,11142,11144,15276,15912,15922,15931,15932,15942,15954,15957,15958,15963,15973,16442,16455]	[21,5,3,1,1,1,1,2,19,35,24,1,1,5,5,10,3,3,1,1,1,1]
1004090759684664524	[6,9,13,19,10600,10740,10816,11101,11144,15276,15922,15932,15957,15958,15959,15960,15963,15973,16442]	[53,10,5,7,10,7,7,1,53,19,3,5,5,11,1,1,1,3,1]
1004214916140810051	[1,10272,10279,10281,15276,15929,15959,15967]	[8,8,6,8,8,6,2,6]
1004282328628519638	[6,9,13,19,10603,10740,10742,10816,11047,11050,11051,11076,11101,11104,11108,11110,11144,11146,11155,15276,15922,15931,15932,15935,15942,15952,15955,15957,15958,15959,15960,15963,15973,15978,16017,16442,16455]	[127,98,30,9,39,9,1,9,58,4,4,1,26,25,39,58,122,5,1,39,8,3,22,5,2,1,1,5,4,1,1,1,10,2,1,1,1]
1004319218203405417	[1,6,10278,10298,11144,11146,15276,15929,15932,15935]	[16,9,16,16,9,1,16,15,1,1]
1004339131365898312	[6,11144,15276,15958]	[30,30,3,3]
1004387606997903910	[15276,15912]	[3,3]
1004400547306787874	[6,11144,15276,15931,15958,15963,16442]	[1,1,3,2,3,1,1]
1004454138287799604	[1,10274,10278,10298,15276,15929,15958,15980,16002,16014]	[18,2,8,8,21,17,3,1,1,1]
1004459639197279173	[15276,15958]	[15,15]
1004494673885269635	[19,10740,10816,15276,15922,15973]	[1,1,1,1,1,1]
1004501600586893037	[6,8,11144,15276,15932,15936,15978,16017]	[87,3,87,4,3,3,3,1]
1004514283525328673	[2,4,5,6,10329,10393,10635,10636,10850,10854,10868,10894,10895,10900,11144,15276,15911,15932,15934,15940,15970,16001]	[90,1,13,39,1,1,13,13,8,13,1,13,13,77,39,99,8,1,7,13,77,13]
